review,rating
Kenapa jd ngbug lg login tiba2 keluar dri aplikasi tau gtu mnding gak usah di update,1
Good pokonya mantap,5
Sangat bermanfaat bisa dilihat saldonya,5
Memuaskan,5
Setelah di-update malah ngebug . Apk ga bisa dibuka. Yang bener aja apk keluar sendiri,1
sering gangguan server .jadi pada saat buka aplikasi suka kembali sendiri,5
bagus 👍,5
"saya udah update ke versi yang terbaru 2025, tapi kok ngebug?",1
Ini kok gak bisa trs jmo nya kenapa ya,2
Bintang 5,5
Appnya error hadehhhh,2
Knpa ndak bisa di update,5
"Ngelek, suka keluar sendiri",1
"Baru saja update, ko byk bug? Aplikasi tiba2 keluar sendiri",1
"Aplikasi apaan dah keluar sendiri mulu, pdhl device 8/128",1
Tiba2 servernya eror gak bisa login. Tiba2 log out sendiri dan muncul tulisan JMO trus berhenti,1
JMO mantap,5
force close,1
Payah,2
"lelet, bangeeettt, mau masuk harus perbaharui aplikasi terusss",1
Bagus apknya membantu,4
Kalo ujung ujungnya ke cabang kagak usah ada aplikasi ini mana di cabang nunggu lama....,1
sangat baik,5
bagus bisa ngecek ke aktifkan bpjs ketenagakerjaan nya,5
Baru apdet malah eror ga bisa masuk,1
Top!,5
Amat sangat membantu... suip,5
Baru di update malah gak bisa ke buka tampilan gelap gulita,3
"Layanan bodoh, masaa aplikasi di biarkan eror terus menerus..",1
Kenapa setelah di update malah tidak bisa di buka aplikasinya Bagaimana?,1
Sekarang sudah bagus mantap lah pokonya🙏🙂,5
kenapa apk setelah di perbarui malah keluar keluar sendiri sih,1
"Barusan update versi terbaru, ngebug tidak bisa tampil halaman login, icon dan teksnya tidak muncul..... Tolong perbaiki",1
"Tolong diperbaiki apk nya ini Knp login, keluar sendiri Kacau apk seperti ini",1
"Hbis update, justru malah banyak bug, sering keluar sendiri, tampilan blank .",1
Di minta Waktu y untukUpdate....lagi????,4
"Habis update malah keluar"" terus",1
woy gak bisa di buka hpus di updet buka trus kembali lagi gimna ini,1
"satu masukan dari saya, di bikin permudah ajja pencairan nya, pasti ga banyak calo",5
"Setelah update Terbaru, apk force close terus. gimana ni tolong di benerin lagi",4
tidak merespon terus stelah update...ga bisa digunakan ngeBUG parah aplikasi bangke,1
Kenapa setelah di perbarui malah susuah login nya ...,5
"awalnya fine-fine aja, semua lancar ,eh terus ada keharusan utk update .giliran udh di update malah ngga bisa dibuka ,gimana sih?? auto delete dong ,coba sekarang saya install lagi apa masih eror atau engga",3
Makasih pak agus sdh membantu klaim lwt jmo,5
Apk nya mental teruss,4
"Ribet, tapi secure Okelah sesuai",5
"Sudah coba berulang kali kenapa kode verifikasi tidak muncul, sehingga proses stuck di situ",2
Jelek bgt aplilasinya,1
Terima kasih,5
"Kenapa ini pas di update malah kaga bisa masuk,tolong dong di perbaiki lagi aplikasi nya",1
Good app,5
kenapa update 1 maret aplikasi selalu down ? sebelum update normal. sy pakai infinix x cross dg os XOS 10.0,1
Kenapa setelah pembaruan malah tidak bisa login apk sering keluar2 ketika lagi memasukkan pasword,3
"Sebelum di update kemarin lancar, tapi setelah hari ini di update malah keluar terus dari apl nya, pie iki",4
"Kenapa setelah update memiliki bug,hingga aplikasi mau tutup sendiri,cek layanan lain tidak bisa Klaim fungsi pun tidak bisa Jelas jelas lah instansi sama aplikasinya Nggak berfungsi saat sangat dibutuhkan",1
"Apk JMO saya force close terus setelah di update,kenapa ini ???????",1
"Baru update mlh gak bisa log in, langsung close sdri app",1
"Tiga bintang dulu, soal belum login",3
Mantab...,5
Proses mudah,5
"Setiap pinjaman di pinang tidak pernah berhasil,, padahal saldo hapir 30 jta",5
Setelah update malah close sendiri,1
bagus dan mudah di mengerti,5
"Seperti biasa apk milik pemerintah pesti diupdate malah Ngebug blok,duitnyan di korupsi",1
Kenapa setelah di perbarui malah tidak bisa buka aplikasinya ya? Balik lagi sendiri? Tolong bantuannya 🙏,4
mantap,5
Sangat membantu,5
simpel dan sangat bermanfaat,5
"Disuruh update pas sudah selesai update malah ngebug, kocak",1
Aplikasi yg terbaru parah awal g ada kendala tapi yg sekarang mau log in aja kembali dengan sendirinya trs,1
siap di update malah forclose sendri,1
Mantap,5
Ko setelah update jadi keluar sendiri sih apknya,4
bagus,4
mantap,5
Terima kasih jmo sudah membantu saya dengan membiayai operasi kecelakaan kerja..,5
"Setelah di update malah tidak bisa masuk, langsung keluar sendiri",3
Apknya mantap,5
Bosok minta update mulu tiap buka pas di buka eror g ada tampilannnya 3x donwload ulang masih sama kocak kocak,1
Setelah di update kok malah tidak bisa terbuka,1
Banyak bug,1
Terimakasih aplikasi ini sangat memuaskan,5
Sangat cocok untuk saya jmo,5
Bagus membantu,5
Terlalu sering banget update nya,5
"Pusing lihat JMO akhir akhir ni..di minta update aplikasi JMO, giliran update..di buka gak bisa...begitu terus ber ulang ulang",4
"Abis update aplikasi langsung error nih apk wkwk, benerin dong ah elah",1
"Aplikasi nya dibajak atau apa ya? Tiba"" keluar sendiri, trus gambarnya blank , pecah, ga karuan. Heran sama developer nya. Bisa kerja ga sih",2
sangat baik dan aman,5
Manta,5
Nice,5
Tolong di perbaiki bug nya. Setelah di update malah bermasalah mau login,3
baik,5
Pas di-update malah kacau... logout sendiri,3
"Ini apk setelah update gak bisa dibuka, gimana sih?",1
"Gmna ini aplikasi, setalh di updet malh ngelag ga bisa masuk,, setiap mau masuk balik lagi balik lagi",3
Mantap,5
"Sangat membatu . Pelayanan sangat baik untuk unit kotamobagu,",5
Saat ini aplikasi tidak bisa di buka?????,3
Setelah diperbarui JMO malah trobel,3
aplikasi ketutup sendiri,1
Stelah update aplikasi ny ngebug kluar2 sndiri,3
"Mantap , lebih simpel & cepat",5
Bagus,5
Setelah update malah ga bener langsung keluar sendiri,3
"Ini sebelum di update bisa bisa aja pas login, tapi kenapa pas update baru masuk mau login kok tiba"" keluar sendiri? ini gimana solusinya?",3
"Ini kenapa lagi ya, abis update malah gk bs dipakai ,keluar2 terus applikasinya",1
Abis update mlahh kluar² mulu ga jlasssss,1
luar biasa👍,5
Sangat bagus,5
JMO SEMOGA SELALU MANJADI YANG TERBAIK,5
Aplikasi jmo ya setelah di perbarui suka keluar sendiri tanpa sebab tolong perbaiki lagi,1
"setelah di update g bisa di buka, maksudnya apa? bikin kesel aja, g usah diperbarui kl ternyata lebih jelek",1
Apk nya sering mental padahal blm klaim Mohon di perbaiki,5
setelah di update malah gak bisa di buka pasti keluar sendiri terus menerus... tolong dong deplover coba di benerin lg terimakasih,3
"Habis di update malah susah dibuka lagi, jd error",5
Mantap,5
"Te baleg ayena mah loba eror, Ari TI payun mah lumayan, coba di benerken mang rek ngecek acis sugan Aya punten pisan",5
Setelah update ngebug ga bisa di buka langsung keluar lagi,3
buat kleim,3
"JMO is the best,mempermudah untuk klaim JHT tidak perlu antrian di kantor BPJS terdekat👍👍",5
Giliran mau digunakan blank g bs diapaapain,1
Habis diupdate malah ngecrash mulu.....,2
Semuanya jadi mudah dan cepat,5
"kenapa setelah di update malahh ,lemot apk nya",1
Kelar Update malah kacau. Coba pindah HP sampe 3 . Masih blank ga bisa buka,1
Habis di update harusnya jadi tambah pintar ni aplikasi Tapi sudah ngabisin kuota buat update malah jadi ga pintar PAYAH,1
aplikasi di update malah force close mulu 👎,1
Sangat bagus aplikasinya membantu,5
Hpus aja g guna,1
baik,5
permudah alses,5
"Abis update jadi ga jelas woyy, bug Mulu ga bisa dibuka aplikasi nya",1
"Ko sudah d updet jadi gak bisa masuk lagi malah ngebug , tolong perbaik dong",1
Di update malah ga bisa dibuka,1
Memudahkan pelanggan,5
Pak gimana ni aplikasi jmo saya ko bolak balik saja engk mau di buka,5
Aplikasi yang sangat buruk. Setelah upgrade malah ga jelas isi aplikasinya macet,1
Banyak Manfaatnya,5
Sanggat membautuku untuk melihat informasi saldo,5
Lambat,1
Ringkas dan cepat,5
Apk macet,1
sangat membantu,5
Apakah aplikasi JMO Gangguan? Tidak bisa di buka. Bisa di buka tapi hang lagi. Terimakasih.,3
alhamdulillah bagus banget ga ribet bikin akun,5
👌🏻,5
Alhamdulillah ada jmo. Cek saldo perbulan yang masuk dari perusahaan lebih mudah..,5
"Setelah aplikasi di update, jadi tidak bisa ke buka",1
Sangat bemanfaat,4
"Langkah lebih mudah simple sangat membantu sekali, semoga prosesnya pun cepat dan lancar, Aamiin",5
"Setelah memperbarui aplikasi, aplikasi nya tidak bisa di buka bahkan mau login tidak bisa",1
Eror terus mau login,1
aplikasi eror tidak bisa di buka,5
Setelah di update kok ga bisa di buka ya,2
Bagus,5
Tidak bisa masuk ke aplikasi jmo selalu keluar sendiri,1
Lagi eror kah aplikasinya,3
"Bug, sering keluar sendiri",3
"udah 2 minggu saya mengajukan klaim,tapi blm ada email/WhatsApp dri pihak JMO",1
Baik,5
Mau klaim hak sendiri aja disusahkan,1
Setelah di-update kok error terus bisa masuk terus aplikasi keluar sendiri,4
"update, Force close aplikasinya",1
Layanannya cuma bisa chat sama robot. Tidak ada CSnya,1
Setelah update jadi enggk bisa di buka clos terus,3
Terimah kasi atas aplikasi jmo yg sangat membatu dan memudahkan untuk mengecek hak hak kita sebagai karyawan,5
Baik,5
Di suruh update aplikasinya malah Forced closed.,3
Simple,5
mantp,4
puas sekali,5
good,5
aplikasi lagging,1
bagus,5
Ok,3
Mantap,5
Baguss,5
Sngat tidak sya suka...mending bagusan yg lama dri pda yg baru..kebnyakan macet🥴🥴,2
Buruk,1
Upgert keseringan pencairan lama,1
Maaf apa bisa di perbaiki? Habis update..tidak bisa log in..forceclose terus🙏,5
"sementara saya kasih bintang 2 karena setelah diupdate banyak bugnya, saya harap segera di bereskan secepatnya bugnya",2
Memudahkan saya,5
Apaan si di upregt malah tambah lama keluar keluar Mulu payah banget,1
"Hari ini aplikasi JMO ini minta di-updated, tetapi ketika mau dibuka mengapa malah menghilang dari tampilan / halaman di layar? Bagaimana mengatasinya agar bisa dibuka untuk bisa akses kembali normally? Apakah harus di-uninstalled, lalu di-downloaded lagi?",1
"Sangat berguna, terutama untuk pengecekan saldo JHT.",5
nice,5
"Ini minta update, giliran di-update kok malah gak bisa dibuka, selalu kembali ke tampilan awal",5
abis di update force close terus,1
Tolong diperbaiki lagi kode otp dari nomor hp tidak masuk masuk jadi gk bisa masuk ke aplikasinya,2
Sekarang buat klaim JHT sering gangguan. Makin hari makin di persulit padahal ambil hak sendiri,2
Di-update malah GG bisa login,1
"Aplikasinya keluar keluar sendiri, makin rusak",1
Mantap,4
sangat bermamfaat,5
"awalnya aplikasi berjalan dengan lancar tp setelah ada pemberitahuan suruh update versi baru malah g bisa log in mental terus,mohon di perhatikan untuk di lakukan perbaikan",4
Ok,5
"Setelah pembaharuan apk nya, Ngeleg kedip² dan gak bisa login..",1
Kenapa hbs di perbarui malah g bisa di buka Tolong segera di perbaiki terimakasih,1
Kenapa eror,5
Mempersulit diri 😭,5
Lagi masuk pun susah sangat di sayangkan,1
Cukup. Membantu dari 2020 sampe sekarang,5
"Diperbaharui malah tidak bisa dibuka,,, pemakaian aplikasi pada ngeluh semua. Klu udh begini kan JD repot 😡",1
bagus cuman pas mencairkan lama dan durasi 1 bulan sesudah pengajuan identitas,5
sukes selalu,5
Mantap,5
Sangat bermanpaat,5
setelah di update aplikasi JMO kok eror nggak mau buat login. bagaimana solusi nya????,5
Sangat puas sekali 👍👍👍👍👍👍👍👍👍👍👍👍,5
"Aplikasi terbaru malah tidak bisa masuk aplikasi, kembali ke menu awal terus menerus, sedih saya",1
Gajelas mau login keluar2 sendir,1
Sangat membantu,5
Setelah di perbarui kenapa tidak bisa di buka,5
Sopan ramah,5
"Verifikasi sms super duper lemoooot, waktu itungan mundur Verifikasi udah habis,udah ganti nomer juga 2x.malah masuk sms yg notifikasi no tlpn awal. Ya jelas gk valid, meski sudah email bpjs care, tetap gantung gk ada jawaban pastinya. Cuma permintaan maaf",2
Kadang Eror,3
"Mudah ga ribet dalam hitungan menit uang langsung di transfer dan sangat membantu sekali,terima kasih JM0🙏🙏",5
Good joob,5
Ok banget,5
Sangat ringkes,5
Aplikasi semakin tak berguna setelah d update,2
JMO pelayanan agar lebih solid lagi,5
"Sudah lama pakai app JMO ini dan tidak ada kendala sama sekali lancar, namun kemarin pas mau login di minta update aplikasi JMO begitu diklik jadi selalu error.. Mau login aj tidak bisa.. Tolong di perhatikan lagi, setelah diupdate kenapa malah tidak bisa digunakan",5
"Ini kenapa aplikasinya eror, sering kedip kedip gak kelas, sering keluar sendiri, padahal udah di update",1
Bermanfaat untuk pekerja buruh,5
Cukup membantu,5
Kaoq setelah diupgeade tampilannya agak kacau ya?,3
"Ga bisa di buka,keluar terus tolong alikasi sistemnya benarkan terlebih dahulu.minta update malah keluar terus",1
Pas,4
Diperbarui malah gabisa dibuka ada bugnya hmmm,3
"Setelah di update kenapa jadi banyak bug, saya buka aplikasinya jadi susah buat claim",1
Good apk,5
"Selalu minta diperbarui, dan ketika sudah update malah tetep tidak bisa dibuka .....",1
diminta update setelah update setiap mau login masukin password aplikasinya malah tertutup.,1
Cepat bgt,5
Kenapa pas baru update malah nggak bisa kebuka langsung keluar gitu ajah.... Tolong solusinya,1
kenapa kode verifikasi ga kekirim2 ya?,3
aplikasi membantu,5
sangat baik,5
sangat mudah dan membantu,5
Ok,5
"Setelah update halaman login error, tiba tiba force close",2
Bagus...mudah menggunakan aplikasi ini,5
Cepat respon nya,5
"sudah bagus, terus dikembangkan",5
"setelah pembaruan kok jadi masuk keluar sendiri gak bisa login,, tolong beri yang terbaik..",5
Woy lah masa verif biometrik gagal mulu,1
mantap,5
"Sudah Ok.mudah utk di pakai aplikasi JMO, semoga terus di update JMO. apk nya.",5
"Pembaruan aplikasinya tidak berjalan bagus, tidak dapat di akses sama sekali",1
Suruh update giliran di update malah eror,2
ok,5
Pengalaman yg baik dengan jmo,5
"Habis diperbaharui malah ga bisa dibuka ngebug, tolong segera di perbaiki",5
okeh,5
Aplikasi rusak. Disuruh update tapi malah kagak bener. Kagak bisa masuk. Keluar sendiri,3
Baik dan akurat,5
"Selama 3 tahun ini pake jmo aman2 aja pas suruh update malah gak bisa masuk , selalu keluar sendiri tolong di perbaiki",5
mantap,5
"Anehh, setelah update malah gabisa dibuka ,error terus , padahal udah unistal ,terus download lagi , kirain hp saya bermasalah, tanya yang lain jga ternyata sama . Saya mau nge klaim jadinya susah . Benerin lagi dahh systemnya , kalo dah ni ulasan di hapus",1
aplikasi crash,2
Mantap dengn ada nyah jmp smakin mudah mengklaim asuransi jhy trimakasih jmp sukses sllu,5
di updete mlah ga bisa di buka gmn sie apk,1
Sangat membantu bagi karyawan... Pencairan pun mudah tanpa harus ke kantor Jamsostek.... Siiiiiiiiiiiip...... Mksh JMO,5
"tolong dong ini sesudah update ke versi terbaru malah ada bug nya ,at keluar sendiri tolong di perbaiki lagi",2
Malah gak bisa di buka setelah di update,1
apk nya maintenance?,1
Kenapa setelah di update jadi kga bisa masuk mental mulu...... Payahhhhhhhhhhhhhhhhh,1
malah ngk bisa dibuka,3
baik,5
Naker batang bagus banget,5
Knp setelah upgrade mlh GK bsa di buka apk nya bikin emosi aja,1
Sangat membantu dan cepat,5
Cukup bagus,4
"Sy dari kabupaten batang, pelayanannya sangat bagus, mbaknya ramah bgt, sukaaakkk..",5
keren,5
Gak bisa di buka,1
Minta di update setelah di update log in aja gak bisa kocak,1
Parah aplikasi eror terus,1
Kenapa habis di update tidak bisa ya apk nya.,5
semenjak ada aplikasi ini udah nggak bingung lagi .. trimakasih,5
Sangat bagus dan sangat membantu,5
Ok,5
Setelah update tidak bisa login,1
Setelah update gak bisa masuk,3
Kok setelah di update jadi ga bisa login gimana ini,5
👍👍,5
"Habis d update, kenapa gak bisa d buka ya !!!",3
"Kenapa nga bisa di buka ya, aplikasih nya",5
Error terus,1
Udah update tp Kenapa tidak bisa di buka.......?????,1
Mantap,5
Makin kesini makin kesana kemaren gk bisa buat cek saldo no tidak tersedia habis update malah crash gk bsa masuk sma skali Mau nya apa APK ini,1
update terus tapi gak pernah bagus setelah di update,1
"Setelah di update ke yang versi terbaru, tidak bisa dibuka",1
sangat baik,5
Sampah dipersulit,1
Bagus,5
mudag di gunakan,4
Mnta Diperbaharui sudah diperbaharui ttap juga gk bsa masuk makin kecewa sma aplikasi ini,2
Habis update kok GK bisa di buka.bantu min,5
Kenapa setelah d update jadi ngbug eror aplikasinya,1
Ntap,5
Saya habis update kenapa apk JMO saya tidak bisa login. Dan keluar sendiri terus,3
trima kasih krna telah mempermudahkan kami utk selalu pantau,5
Lagi error kah..? Buka ini setelah berhenti dan keluar apk lagi..,4
sangat baik,5
Mantap,1
Keren,5
"dulu bagus bgt.. pembayaran, cek saldo, pencairan dipermudah.. tp skrng setelah update jangankan cek dll mau login aja force close terus",2
Setelah di update malah keluar mulu aplikasinya 👎 Baru mau masukin email buat log in langsung forced closed aplikasinya,1
Kebiasaan aplikasi pemerintah.. Kalo udah uldate mesti masalah..,3
"payah keluar sendiri,error terus!",1
"semenjak di update jadi suka leluar sendiri dari apk, tolong untuk ditingkatkan lagi pengoperasian",3
Bagus Aplikasi JMO,5
"Rusak di halaman login ,",1
Kenapa sering update,5
Mau buka aplikasi disuruh perbarui setelah di perbarui malah buka aplikasi belum masukan email malah keluar sendiri dan begitu terus,2
mantap kak,5
"d update malah error,' tolong perbaiki",1
G bsa k buka,5
Sangat membantu peserta sehingga tidak perlu antri dikantor bpjs,5
Mantappppp..... 👍🏼👍🏼👍🏼👍🏼👍🏼,5
Min tolong jangan di persulit pas klaim jht lewat apk masa pas mau vermuk susah banget lolosnya tolong di perbaiki sudah ngikutin senyum geleng kedip tetep susah,3
Ribet,1
👍👍👍👍,5
Mau ambil hak sendiri aja ribet nya minta ampun kya 💩,1
Kenapa setelah diperbarui malah sering sering keluar,3
Di update jadi gak bisa buka,1
Makasih sudah membantu Alhamdulillah sudah terbantu Tmakasih banyak,5
"Sangat memuaskan, simple dan mudah di pahami",5
"setelah updete per tgl ini, malah gabisa dipakek aplnya. sering log out sndiri. padahal apl lain yg lebih banyak makan internal aman² aja. & kemarin sebelum update juga ga bermasalah, kok stelah update jdi kaaya gini..",1
Oke juga,4
bug dmn mna saat mau klaim jht,1
Sangat membantu,5
Uda di perbarui malah FC terus bapuk,1
Aplikasi yg diharapkan setelah di-update malah sulit dibuka. Jgn cuma sekedar minta maaf dan berharap masalah akan selesai. Segera perbaikilah aplikasinya.,2
Kocak. .abis pembaruan jadi ga bisa kebuka,1
Kok jd jelek yah pas update msuk aja gk bisa,1
Kenapa setelah di update tiba2 close sendiri aplikasiny ?,3
keren,5
Abis update malah blank warna hitam gak bisa masuk,1
Bagus,3
"Ini pencairan duit sendiri aja sampe berhari""!!!!!yg bobrok sistemnya atau lembaga nya???!!!",1
Maaf sblumnya kok updetnya gini ya gk bisa masuk ngebug,4
Baru saja diminta update malah gak bisa dibuka aplikasinya. Keluar sendiri waktu masuk halaman login,3
Terima kasih sudah sangat membantu.,5
baik,5
Aman,5
Setelah d update.. Keluar sendiri.. Mohon untuk diperbaiki.. Makasih,5
Semenjak di-update kok rusak aplikasinya tidak bsa dibuka,1
mantap,5
"apalah ini aplikasi habis di update bukanya makin bagus malah bobrok, banya bug masa nggak bisa login,mau login aja mental terus kluar dari aplikasi ,cepet di perbaiki dah hal hal macam gini bikin ribet aja,",1
Aplikasi susah masuk nya,5
"Sebenarnya aplikasi nya sih cukup bagus,dan membantu pengecekan saldo JHT,tapi kenapa tiap mau login harus perbarui terus....",3
"tambahin fitur fitur baru donk, mungkin kalo bisa JMO bikin kartu kredit, ada fitur apply kartu kredit kayaknya bagus :)",4
mantap,5
"Sangat membantu untuk mencoba cek saldo JHT, Pengajuan dan Lacak Klaim",4
"Di update malah parah,,sering keluar sendiri aplikasi nya 😡",3
mantap,5
Aplikasinya ngebug pendahal sangat diperlukan sekali aplikasi ini,5
Is ok,5
Buruk,2
mantapp ..sangat mudah mencairkan lewat jmo,5
Ini sangat membantu...,4
after update apk tidak bisa dibuka,1
"Di update makin rusak ga bsa d pke, katanya bsa klaim oke aplikasi ini. Kok malah diarahkan ke lapak asik",1
"Bintang 4 dulu ya admin. soalnya untk pengaturan pengambilan nomor antrian nya blm teratur. kasihan untk para peserta yg rumah nya jauh, lansia, ibu hamil yg mana harus datang pagi-pagi sekali untk mendapatkan barisan antrian pengambilan nomor.",4
"kenapa setalah update jadi gabisa login, malah suruh terus di Perbaharui.",5
"Kenapa aplikasi JMO suka ngelag ya?? Akun udah terdaftar. Tapi pas mau dibuka, tiba² keluar sendiri aplikasinya. Udah di install ulang, juga gitu. Kenapa ni kira² min? Soalnya mau pencairan min. Mohon dibantu ya",2
"Setelah update ketika login aplikasi, seketika langsung keluar dengan sendirinya, BUMN kalo bikin aplikasi cacat terus",1
Mntap,5
Baik,5
Kenapa habis update malah gak bisa dibuka,4
Setelah di update sering crash,5
Pagi ini saya update aplikasi malah ga bisa dibuka why JMO??? tolong segera diperbaiki,5
Aplikasi selalu logout terus mau periksa jadi ga bisa,3
"gk jelas. kgk bisa login , di update malah gk bisa login",1
Setelah update versi terbaru malah keluar Mulu dari aplikasi nya gak bisa login kenapa ini,1
Di update malah ngk bisa di buka?,3
mntap,4
Mantap,5
"Kenapa Bru di upload tiba"" keluar sendiri pas masuk, padahal yng blum di upload lancar"" aja",4
Sangat baik dan cepat cair masuk rekening.. untuk pencarian BPJS ketenagakerjaan,5
"Proses makin di ribetin, udah bolak balik ke kantor utama, antri dr subuh, tetap saja tidak membantu, bobrok bgt",1
👌,4
"saya sangat senang bisa bergabung di aplikasi jmo, dan saya bisa tau banyak dari jmo.mksh",1
"Pas di update mlh ga bsa di pake, kluar2 sndri aplikasinya",1
Sangat bagus,5
Gimana kok di perbarui bukan nya tambah nyaman ini malah bikin pusing aplikasi sering error suka keluar sendiri........,1
"Barusan update 5 maret 2025 ini kok malah gabisa login, tiap sebelum isi email dan kata sandi otomatis keluar aplikasi terus. Sudah coba uninstall dan install ulang sama aja",1
Kenapa sih kluar trs balik trs apk nya kn mau ngecek,1
👍👍👍👍,5
"setelah di update,aplikasi selalu forclose.. apakah itu termasuk dari bagian pembaharuan?",1
Klaim JHT tidak bisa di hp ... Buat apa aplikasi dibuat kalo harus ke kantor,1
Gak bisa log.. Agak mencurigakan??,1
Setelah di update kenapa gak bisa log in ya ini aplikasi parah ini,1
Bintang 3 dulu karena masih sekedar mengecet JHT..Semoga untuk masa depan di hari tua nanti bisa dipermudah mengurusnya dan makin baik,3
Saya Update tanggal 5 Maret 2025 kenapa ini aplikasi error ya ?? Atau memang bug,1
sangat bagus dan membatu sekali,5
Amanah,4
Lah ko update malah ga bisa dibuka Mental Mulu woy,1
Terlalu sering minta upgrade!,1
"Mau login di suruh update dulu, pas udah update malah keluar2 dgn sendirinya. Payah bukan nya mempermudah",1
Ko pas update saya GK bisa login yah,3
Ok,5
"Tolong ini gimana setelah di update mencoba untuk masuk aplikasi tidak bisa terus keluar sendiri, sudah mencoba dari kemaren",2
Saya kasih jempol lebih dari 5 👍👍👍👍👍👍👍👍👍👍,5
"Sudah bener email dan password tapi ga bisa login, pesan pastikan internet terhubung, payah!!!",5
Abis update malah forcose lol,1
"Setelah update terbaru bulan Maret, malah error aplikasi nya. Tolong di perbaiki.",1
Kenapa cepat banget ada permintaan di perbaharui aplikasinya,5
bermanfaat sekali,5
Di update malah error,1
Mantap,5
Skrg sdh lebih baik,5
Mantap,5
Jmo the best,5
"Benr"" sangat membantu mksih",5
"Semenjak di update, jadi gak bisa masuk, mau login tp selalu keluar, menyebalkan.",1
Kenapa ga bisa dipake stelah update malah keluar terus pak ketik email atw menu lainnya tolong diperbaiki lagi jangan nyusahin pengguna,2
"Setelah update malah g bs dibuka, force closed terus",1
parah setelah update malah keluar terus. hp ram 6 masa masih keluar juga.,1
oke,5
sangat membantu,5
"habis update malah tidak bisa dibuka, bagaimana ini ??",1
Saya mau login ngebug terus aplikasinya. Setelah berhasil terupdate,1
Setelah updet kog mala gak bisa d bukak ya Mohon d perbaikili lagy dong bug nya,2
mantaaab,5
ok,5
"Update mulu biji, entah apa yang dioptimasiin. Update terus",1
Kok keluar2 sndri ya aplilasinya sesudah d abdet,5
Ini knp deh pengen login kok keluar tbtb tolong dong di perbaiki apknya,1
Aplikasi sangat penting,5
Aplikasi tiap di buka minta update. GK pernah beres,1
"Gajelas lu minta update Mulu,kek penting aja",1
sangat bermanfaat,5
Okay,5
Luar biasa,5
Habis update kok aplikasinya eror( keluar sendiri trus),1
Baik,5
Mantap,5
diupdate bukan bisa malah kaga bsa kebuka parahhhhh,2
Kenapa sih saya mau masuk susah bener kelempar ke luar aplikasi Mulu semenjak update,1
Bagus,5
bagus,5
Ngaco di suruh update malah jadi g bener katanya untuk pengalaman lebih baik jadi lebih buruk,5
terima kasih telah mensejahtrakan rakyat,5
Semoga makin mudah dalam mendapatkan jaminan untuk hari tua,5
baik sih bisa buat cek BPJS,5
jmo bagus,5
Abis update malah mental kocam,1
"Aplikasnya crash om setelah update terakhir, ini gimana, masa blm beres udh update ke prod",1
"Aplikasi ini kok gak bisa di buka ya di HP saya, apakah kendala nya dari perangkat/HP saya.Ada yg pernah ngalamin?",2
Kenapa tidak bisa masuk JMO..(tiba tiba keluar sendiri) ada apa ini.,1
Oke lah,4
mantap,5
Sangat baik pelayanan nya,5
Upgrade BPJS versi baru malah ga kebuka ada tulisan Jamsostek ko balik lagi ke Jamsostek,1
mantap,5
bagus,5
sangat baik,5
mantap,5
Sangat bagus,5
Good,5
the best,5
mantap jmo,5
sangat membantu dalam info saldo jmo,5
"aplikasi sangat akurat tentang informasi jamsostek, sekian dan terima kasih👍",5
Bagus,5
bagus,5
good,4
Bagus,5
mantap,5
bagus,5
oke deh,5
sangat bermanfaat apk JMO nya👍👍,5
Sangat membantu dan memudahkan,5
ok,5
Sangat membantu sekali,5
ok,5
Baik,5
goodness,4
bermanfaat,5
"mudah di pahami , gaada error error nya mantapp",5
Sangat bagus,5
sangat baik dan memuaskan masyarakat,5
the bast,5
aplikasinya sangat bagus dan sangat membantu . terimakasih,5
terbaik,5
Bagus dan bermanfaat,5
mantap,5
sangat membantu,4
Aplikasinya bagus. Mantap,5
Sangat mudah digunakan dna bermanfaat,5
Aplikasi sudah terhubung ke internet tapi masih sulalu ada notif periksa koneksi internet,1
"Terimakasih, pelayanan yang terbaik",5
bagus,5
Oke,5
mantap sangatlah membantu,5
Aplikasi nya baik Mudah di gunakan,5
Membantu sekali,5
Sangatlah penting untuk mengetahui lebih lanjut tentang produk ini,5
Cepat dan tanggap,5
sangat bagus aplikasi Jmo,5
bagus,5
mantap,5
mantap,5
oke👍,5
Mempermudah,5
ok punya..best,5
"Verifikasi muka gagal terus, entah apa maunya ini apk... Minus lah",2
"tidak bisa daftar karena data kepesertaan tidak ditemukan, padahal udah sesuai gatau dimana nya yang salah, kecewa beratttt",1
"Tak bisa di bukak,,, aplikasi JMO,,kenapa ya,,,,",2
Kelazz,5
Respon cepat ..,5
Keren,5
Mudah,4
"Trus berkembang, dan tingkatkan, demi kesehatan masyarakat yg lebih baik",5
baik,5
"Aplikasi bagus, cuma uang yang diterima saat klaim JHT dirasa kurang. Semoga kelak bisa lebih baik... 🙏🙏🙏",5
Mantap,5
ok,5
cukup mudah untuk dilakukan,5
cepat dan simpel,5
mantap,5
bagus,5
mantap,5
keren dan sangat bermanfaat sekali 🥰,5
mantap,5
Mntaps,3
terbaik mudah dimengerti,5
Aplikasi ini sangat membantu buat pekerja yg dibputus kontrak,5
Semoga saya ajukan dana saya cepat cair,5
Kok saldo JHT saya gak bertambah dari bulan Febuari sampai bulan Maret nya,5
ok,5
Respon cepat dan baik,5
keren,5
jos,5
Mantap,5
Good,5
Sanggat membantu,5
